"Intent","Mechanism","Sex","Age Group","Estimated Number","Population","Crude Rate","Age-Adjusted Rate"
"Assault - Other","Struck by /Against","Females","35 to 39","51,775","11,142,564","464.66","--"
"Assault - Other","Struck by /Against","Females","40 to 44","39,174","10,885,893","359.86","--"
"Assault - Other","Struck by /Against","Females","45 to 49","29,525","9,930,655","297.31","--"
"Assault - Other","Struck by /Against","Females","50 to 54","23,499","10,376,017","226.47","--"
"Assault - Other","Struck by /Against","Females","55 to 59","17,217","10,439,866","164.92","--"
"Assault - Other","Struck by /Against","Females","60 to 64","12,404","10,910,700","113.69","--"
"Assault - Other","Struck by /Against","Females","65 to 69","7,338","10,025,468","73.19","--"
"Assault - Other","Struck by /Against","Females","70 to 74","3,898","8,324,736","46.82","--"
"Assault - Other","Struck by /Against","Females","75 to 79","2,172","6,221,394","34.91","--"
"Assault - Other","Struck by /Against","Females","80 to 84","1,273","3,984,204","31.94","--"
"Assault - Other","Struck by /Against","Females","85+","1,209","3,911,019","30.91","--"
"Assault - Other","Struck by /Against","Unknown","10 to 14","--","--","--","--"
"Assault - Other","Struck by /Against","Unknown","15 to 19","--","--","--","--"
"Assault - Other","Struck by /Against","Unknown","20 to 24","--","--","--","--"
"Assault - Other","Struck by /Against","Unknown","25 to 29","--","--","--","--"
"Assault - Other","Struck by /Against","Unknown","30 to 34","--","--","--","--"
"Assault - Other","Struck by /Against","Unknown","35 to 39","--","--","--","--"
"Assault - Other","Struck by /Against","Unknown","40 to 44","--","--","--","--"
"Assault - Other","Struck by /Against","Unknown","45 to 49","--","--","--","--"
"Assault - Other","Struck by /Against","Unknown","50 to 54","--","--","--","--"
"Assault - Other","Struck by /Against","Unknown","Unknown","--","--","--","--"
"Assault - Other","Motor Vehicle Occupant","Males","0 to 4","--","9,459,399","--","--"
"Assault - Other","Motor Vehicle Occupant","Males","5 to 9","--","10,304,720","--","--"
"Assault - Other","Motor Vehicle Occupant","Males","10 to 14","--","10,667,918","--","--"
"Assault - Other","Motor Vehicle Occupant","Males","15 to 19","--","11,296,635","--","--"
"Assault - Other","Motor Vehicle Occupant","Males","20 to 24","--","11,126,811","--","--"
"Assault - Other","Motor Vehicle Occupant","Males","25 to 29","--","11,175,898","--","--"
"Assault - Other","Motor Vehicle Occupant","Males","30 to 34","--","11,883,289","--","--"
"Assault - Other","Motor Vehicle Occupant","Males","35 to 39","--","11,364,080","--","--"
"Assault - Other","Motor Vehicle Occupant","Males","40 to 44","--","10,998,156","--","--"
"Assault - Other","Motor Vehicle Occupant","Males","45 to 49","--","9,886,355","--","--"
"Assault - Other","Motor Vehicle Occupant","Males","50 to 54","--","10,300,754","--","--"
"Assault - Other","Motor Vehicle Occupant","Males","55 to 59","--","10,166,391","--","--"
"Assault - Other","Motor Vehicle Occupant","Males","60 to 64","--","10,337,454","--","--"
"Assault - Other","Motor Vehicle Occupant","Males","65 to 69","--","9,125,260","--","--"
"Assault - Other","Motor Vehicle Occupant","Females","0 to 4","--","9,051,761","--","--"
"Assault - Other","Motor Vehicle Occupant","Females","5 to 9","--","9,848,037","--","--"
"Assault - Other","Motor Vehicle Occupant","Females","10 to 14","--","10,166,646","--","--"
"Assault - Other","Motor Vehicle Occupant","Females","15 to 19","--","10,778,845","--","--"
"Assault - Other","Motor Vehicle Occupant","Females","20 to 24","--","10,684,361","--","--"
"Assault - Other","Motor Vehicle Occupant","Females","25 to 29","--","10,842,462","--","--"
"Assault - Other","Motor Vehicle Occupant","Females","30 to 34","--","11,640,867","--","--"
"Assault - Other","Motor Vehicle Occupant","Females","35 to 39","--","11,142,564","--","--"
"Assault - Other","Motor Vehicle Occupant","Females","40 to 44","--","10,885,893","--","--"
"Assault - Other","Motor Vehicle Occupant","Females","45 to 49","--","9,930,655","--","--"
"Assault - Other","Motor Vehicle Occupant","Females","50 to 54","--","10,376,017","--","--"
"Assault - Other","Motor Vehicle Occupant","Females","55 to 59","--","10,439,866","--","--"
"Assault - Other","Motor Vehicle Occupant","Females","60 to 64","--","10,910,700","--","--"
"Assault - Other","Motor Vehicle Occupant","Females","65 to 69","--","10,025,468","--","--"
"Assault - Other","Motor Vehicle Occupant","Females","70 to 74","--","8,324,736","--","--"
"Assault - Other","Motorcyclist","Males","10 to 14","--","10,667,918","--","--"
"Assault - Other","Motorcyclist","Males","15 to 19","--","11,296,635","--","--"
"Assault - Other","Motorcyclist","Males","20 to 24","--","11,126,811","--","--"
"Assault - Other","Motorcyclist","Males","25 to 29","--","11,175,898","--","--"
"Assault - Other","Motorcyclist","Males","45 to 49","--","9,886,355","--","--"
"Assault - Other","Pedal cyclist (bicycle, etc.)","Males","5 to 9","--","10,304,720","--","--"
"Assault - Other","Pedal cyclist (bicycle, etc.)","Males","10 to 14","--","10,667,918","--","--"
"Assault - Other","Pedal cyclist (bicycle, etc.)","Males","25 to 29","--","11,175,898","--","--"
"Assault - Other","Pedal cyclist (bicycle, etc.)","Males","30 to 34","--","11,883,289","--","--"
"Assault - Other","Pedal cyclist (bicycle, etc.)","Males","35 to 39","--","11,364,080","--","--"
"Assault - Other","Pedal cyclist (bicycle, etc.)","Males","40 to 44","--","10,998,156","--","--"
"Assault - Other","Pedal cyclist (bicycle, etc.)","Males","45 to 49","--","9,886,355","--","--"
"Assault - Other","Pedal cyclist (bicycle, etc.)","Males","50 to 54","--","10,300,754","--","--"
"Assault - Other","Pedal cyclist (bicycle, etc.)","Males","60 to 64","--","10,337,454","--","--"
"Assault - Other","Pedal cyclist (bicycle, etc.)","Females","35 to 39","--","11,142,564","--","--"
"Assault - Other","Pedal cyclist (bicycle, etc.)","Females","40 to 44","--","10,885,893","--","--"
"Assault - Other","Pedal cyclist (bicycle, etc.)","Females","45 to 49","--","9,930,655","--","--"
"Assault - Other","Pedestrian","Males","0 to 4","--","9,459,399","--","--"
"Assault - Other","Pedestrian","Males","10 to 14","--","10,667,918","--","--"
"Assault - Other","Pedestrian","Males","15 to 19","--","11,296,635","--","--"
"Assault - Other","Pedestrian","Males","20 to 24","--","11,126,811","--","--"
"Assault - Other","Pedestrian","Males","25 to 29","--","11,175,898","--","--"
"Assault - Other","Pedestrian","Males","30 to 34","--","11,883,289","--","--"
"Assault - Other","Pedestrian","Males","35 to 39","--","11,364,080","--","--"
"Assault - Other","Pedestrian","Males","40 to 44","--","10,998,156","--","--"
"Assault - Other","Pedestrian","Males","45 to 49","--","9,886,355","--","--"
"Assault - Other","Pedestrian","Males","50 to 54","--","10,300,754","--","--"
"Assault - Other","Pedestrian","Males","55 to 59","--","10,166,391","--","--"
"Assault - Other","Pedestrian","Males","60 to 64","--","10,337,454","--","--"
"Assault - Other","Pedestrian","Males","65 to 69","--","9,125,260","--","--"
"Assault - Other","Pedestrian","Females","0 to 4","--","9,051,761","--","--"
"Assault - Other","Pedestrian","Females","15 to 19","--","10,778,845","--","--"
"Assault - Other","Pedestrian","Females","20 to 24","--","10,684,361","--","--"
"Assault - Other","Pedestrian","Females","25 to 29","--","10,842,462","--","--"
"Assault - Other","Pedestrian","Females","30 to 34","--","11,640,867","--","--"
"Assault - Other","Pedestrian","Females","35 to 39","--","11,142,564","--","--"
"Assault - Other","Pedestrian","Females","40 to 44","--","10,885,893","--","--"
"Assault - Other","Pedestrian","Females","45 to 49","--","9,930,655","--","--"
"Assault - Other","Pedestrian","Females","50 to 54","--","10,376,017","--","--"
"Assault - Other","Pedestrian","Females","55 to 59","--","10,439,866","--","--"
"Assault - Other","Pedestrian","Females","60 to 64","--","10,910,700","--","--"
"Assault - Other","Pedestrian","Females","65 to 69","--","10,025,468","--","--"
"Assault - Other","Pedestrian","Females","70 to 74","--","8,324,736","--","--"
"Assault - Other","Other Transportation","Males","10 to 14","--","10,667,918","--","--"
"Assault - Other","Other Transportation","Males","15 to 19","--","11,296,635","--","--"
"Assault - Other","Other Transportation","Males","20 to 24","--","11,126,811","--","--"
"Assault - Other","Other Transportation","Males","35 to 39","--","11,364,080","--","--"
"Assault - Other","Other Transportation","Males","40 to 44","--","10,998,156","--","--"
"Assault - Other","Other Transportation","Males","45 to 49","--","9,886,355","--","--"
"Assault - Other","Other Transportation","Males","50 to 54","--","10,300,754","--","--"
"Assault - Other","Other Transportation","Males","55 to 59","--","10,166,391","--","--"
"Assault - Other","Other Transportation","Males","60 to 64","--","10,337,454","--","--"
"Assault - Other","Other Transportation","Males","65 to 69","--","9,125,260","--","--"
"Assault - Other","Other Transportation","Females","10 to 14","--","10,166,646","--","--"
"Assault - Other","Other Transportation","Females","20 to 24","--","10,684,361","--","--"
"Assault - Other","Other Transportation","Females","25 to 29","--","10,842,462","--","--"
"Assault - Other","Other Transportation","Females","30 to 34","--","11,640,867","--","--"
"Assault - Other","Other Transportation","Females","35 to 39","--","11,142,564","--","--"
"Assault - Other","Other Transportation","Females","45 to 49","--","9,930,655","--","--"
"Assault - Other","Other Transportation","Females","50 to 54","--","10,376,017","--","--"
"Assault - Other","Other Transportation","Females","55 to 59","--","10,439,866","--","--"
"Assault - Other","Other Specified","Males","0 to 4","--","9,459,399","--","--"
"Assault - Other","Other Specified","Males","5 to 9","--","10,304,720","--","--"
"Assault - Other","Other Specified","Males","10 to 14","--","10,667,918","--","--"
"Assault - Other","Other Specified","Males","15 to 19","--","11,296,635","--","--"
"Assault - Other","Other Specified","Males","20 to 24","--","11,126,811","--","--"
"Assault - Other","Other Specified","Males","25 to 29","--","11,175,898","--","--"
"Assault - Other","Other Specified","Males","30 to 34","1,723","11,883,289","14.50","--"
"Assault - Other","Other Specified","Males","35 to 39","--","11,364,080","--","--"
"Assault - Other","Other Specified","Males","40 to 44","--","10,998,156","--","--"
"Assault - Other","Other Specified","Males","45 to 49","--","9,886,355","--","--"
"Assault - Other","Other Specified","Males","50 to 54","--","10,300,754","--","--"
"Assault - Other","Other Specified","Males","55 to 59","--","10,166,391","--","--"
"Assault - Other","Other Specified","Males","60 to 64","--","10,337,454","--","--"
"Assault - Other","Other Specified","Males","65 to 69","--","9,125,260","--","--"
"Assault - Other","Other Specified","Males","70 to 74","--","7,209,820","--","--"
"Assault - Other","Other Specified","Males","85+","--","2,283,961","--","--"
"Assault - Other","Other Specified","Males","Unknown","--","--","--","--"
"Assault - Other","Other Specified","Females","0 to 4","--","9,051,761","--","--"
"Assault - Other","Other Specified","Females","5 to 9","--","9,848,037","--","--"
"Assault - Other","Other Specified","Females","10 to 14","--","10,166,646","--","--"
"Assault - Other","Other Specified","Females","15 to 19","--","10,778,845","--","--"
"Assault - Other","Other Specified","Females","20 to 24","--","10,684,361","--","--"
"Assault - Other","Other Specified","Females","25 to 29","--","10,842,462","--","--"
"Assault - Other","Other Specified","Females","30 to 34","--","11,640,867","--","--"
"Assault - Other","Other Specified","Females","35 to 39","--","11,142,564","--","--"
"Assault - Other","Other Specified","Females","40 to 44","--","10,885,893","--","--"
"Assault - Other","Other Specified","Females","45 to 49","--","9,930,655","--","--"
"Assault - Other","Other Specified","Females","50 to 54","--","10,376,017","--","--"
"Assault - Other","Other Specified","Females","55 to 59","--","10,439,866","--","--"
"Assault - Other","Other Specified","Females","60 to 64","--","10,910,700","--","--"
"Assault - Other","Other Specified","Females","70 to 74","--","8,324,736","--","--"
"Assault - Other","Other Specified","Females","75 to 79","--","6,221,394","--","--"
"Assault - Other","Unknown / Unspecified","Males","0 to 4","--","9,459,399","--","--"
"Assault - Other","Unknown / Unspecified","Males","5 to 9","--","10,304,720","--","--"
"Assault - Other","Unknown / Unspecified","Males","10 to 14","--","10,667,918","--","--"
"Assault - Other","Unknown / Unspecified","Males","15 to 19","--","11,296,635","--","--"
"Assault - Other","Unknown / Unspecified","Males","20 to 24","--","11,126,811","--","--"
"Assault - Other","Unknown / Unspecified","Males","25 to 29","--","11,175,898","--","--"
"Assault - Other","Unknown / Unspecified","Males","30 to 34","--","11,883,289","--","--"
"Assault - Other","Unknown / Unspecified","Males","35 to 39","--","11,364,080","--","--"
"Assault - Other","Unknown / Unspecified","Males","40 to 44","--","10,998,156","--","--"
"Assault - Other","Unknown / Unspecified","Males","45 to 49","--","9,886,355","--","--"
"Assault - Other","Unknown / Unspecified","Males","50 to 54","--","10,300,754","--","--"
"Assault - Other","Unknown / Unspecified","Males","55 to 59","--","10,166,391","--","--"
"Assault - Other","Unknown / Unspecified","Males","60 to 64","--","10,337,454","--","--"
"Assault - Other","Unknown / Unspecified","Males","65 to 69","--","9,125,260","--","--"
"Assault - Other","Unknown / Unspecified","Females","0 to 4","--","9,051,761","--","--"
"Assault - Other","Unknown / Unspecified","Females","5 to 9","--","9,848,037","--","--"
"Assault - Other","Unknown / Unspecified","Females","10 to 14","--","10,166,646","--","--"
"Assault - Other","Unknown / Unspecified","Females","15 to 19","--","10,778,845","--","--"
"Assault - Other","Unknown / Unspecified","Females","20 to 24","--","10,684,361","--","--"
"Assault - Other","Unknown / Unspecified","Females","25 to 29","--","10,842,462","--","--"
"Assault - Other","Unknown / Unspecified","Females","30 to 34","--","11,640,867","--","--"
"Assault - Other","Unknown / Unspecified","Females","35 to 39","--","11,142,564","--","--"
"Assault - Other","Unknown / Unspecified","Females","40 to 44","--","10,885,893","--","--"
"Assault - Other","Unknown / Unspecified","Females","45 to 49","--","9,930,655","--","--"
"Assault - Other","Unknown / Unspecified","Females","50 to 54","--","10,376,017","--","--"
"Assault - Other","Unknown / Unspecified","Females","60 to 64","--","10,910,700","--","--"
"Assault - Sexual","Bite: Other, including sting","Males","30 to 34","--","11,883,289","--","--"
"Assault - Sexual","Bite: Other, including sting","Females","10 to 14","--","10,166,646","--","--"
"Assault - Sexual","Bite: Other, including sting","Females","15 to 19","--","10,778,845","--","--"
"Assault - Sexual","Bite: Other, including sting","Females","20 to 24","--","10,684,361","--","--"
"Assault - Sexual","Bite: Other, including sting","Females","30 to 34","--","11,640,867","--","--"
